longitude,latitude,Name,heritageno
138.6206422,-34.89040868,20 Devonshire Street WALKERVILLE,8479
138.6163584,-34.89056901,7 Fuller Court WALKERVILLE,8480
138.6186768,-34.89087191,1 Devonshire Street WALKERVILLE,8478
138.6121092,-34.89155216,45 Gawler Terrace WALKERVILLE,8483
138.614099,-34.89176356,17 Smith Street WALKERVILLE,8486
138.6144086,-34.89193178,19-21 Smith Street WALKERVILLE,8487
138.6131241,-34.89218459,Smith Street WALKERVILLE,8485
138.6137374,-34.892512,22 Smith  Street WALKERVILLE,8488
138.6211042,-34.89252729,163 Walkerville Terrace WALKERVILLE,8507
138.6164448,-34.89344839,1-18/ 1 Margaret Street WALKERVILLE,8491
138.6185032,-34.89363703,47 Fuller Street WALKERVILLE,8481
138.6162341,-34.89369681,1-18/ 1 Margaret Street WALKERVILLE,8491
138.6143669,-34.89373864,Church Terrace WALKERVILLE,8473
138.6188698,-34.89390184,51 Fuller Street WALKERVILLE,8482
138.6163522,-34.89451333,26 Smith Street WALKERVILLE,8489
138.6164476,-34.89463003,28 Smith Street WALKERVILLE,8490
138.6179061,-34.89460568,125 Walkerville Terrace WALKERVILLE,8506
138.6168319,-34.89532895,113 Walkerville Terrace WALKERVILLE,8505
138.616727,-34.8954632,111 Walkerville Terrace WALKERVILLE,8504
138.616626,-34.89554853,109 Walkerville Terrace WALKERVILLE,8503
138.6164612,-34.89568618,107 Walkerville Terrace WALKERVILLE,8502
138.6163533,-34.89576233,105 Walkerville Terrace WALKERVILLE,8501
138.6159862,-34.89606622,99 Walkerville Terrace WALKERVILLE,8499
138.6165026,-34.896051,100 Walkerville Terrace WALKERVILLE,8500
138.6158101,-34.89620506,95 Walkerville Terrace WALKERVILLE,8498
138.6161055,-34.89644187,94 Walkerville Terrace WALKERVILLE,8497
138.6149813,-34.89683585,77 Walkerville Terrace WALKERVILLE,8495
138.6111727,-34.89673844,20 Edwin Terrace GILBERTON,8428
138.615767,-34.89664828,84-86 Walkerville Terrace WALKERVILLE,8496
138.6148885,-34.89687088,75 Walkerville Terrace WALKERVILLE,8494
138.6164014,-34.89678153,38 Warwick Street WALKERVILLE,8508
138.6167254,-34.89712319,46 Warwick Street WALKERVILLE,8509
138.6148985,-34.89736051,68 Walkerville Terrace WALKERVILLE,8493
138.6098073,-34.89806671,4 Edwin Terrace GILBERTON,8425
138.6066013,-34.90102675,27 Robe Terrace MEDINDIE,8459
138.6062871,-34.90092108,26 Robe Terrace MEDINDIE,8458
138.6019526,-34.89969452,16 Robe Terrace MEDINDIE,8456
138.6017543,-34.89961799,15 Robe Terrace MEDINDIE,8455
138.610319,-34.89718867,1 Edwin Terrace GILBERTON,8424
138.6095411,-34.89705204,32 Northcote Terrace GILBERTON,8434
138.6138432,-34.89267901,George Street WALKERVILLE,8484
138.6107223,-34.89684112,3 Edwin Terrace GILBERTON,8426
138.6115497,-34.89615171,9 Edwin Terrace GILBERTON,8427
138.6115163,-34.89571855,9 Edwin Terrace GILBERTON,8427
138.6200466,-34.88754067,26 Wilsden Street WALKERVILLE,8510
138.6126718,-34.89497508,159 Stephen Terrace WALKERVILLE,8492
138.6130123,-34.8953945,159 Stephen Terrace WALKERVILLE,8492
138.6188248,-34.8902616,52 Church Terrace WALKERVILLE,8476
138.8360218,-34.45438227,Daveyston Road near Freeling FREELING,18192
138.8240814,-34.45035288,Borrow Street FREELING,18193
138.7961419,-34.42841433,Muster Road near Freeling FREELING,18194
138.8058447,-34.45573207,2-6 Schaefer Street FREELING,18195
138.807697,-34.45502707,Stephenson Street Railway Yard (Part) FREELING,17686
138.808918,-34.45492118,3-5 Gray Street FREELING,17677
138.8088316,-34.45511184,7 Gray Street FREELING,17678
138.8083837,-34.45536359,2 Gray Street FREELING,17676
138.8107442,-34.45556319,19 Clarke Street FREELING,17672
138.8144536,-34.45690406,Recreation Reserve FREELING,17682
138.8090487,-34.45612073,15 Gray Street FREELING,17679
138.8125704,-34.45653447,31 Rogers Street FREELING,17683
138.8085203,-34.45627818,6-8 Gray Street FREELING,17675
138.8112527,-34.45715395,33 Clarke Street FREELING,17673
138.8106807,-34.45754134,20 Coulls Street FREELING,17674
138.8141682,-34.45404058,33 Hanson Street FREELING,17685
138.8967458,-35.25696471,4 Rowe Street STRATHALBYN,14828
138.8963372,-35.256645,3 Rowe Street STRATHALBYN,14829
138.8957659,-35.25736502,10 Rowe Street STRATHALBYN,14830
138.8838644,-35.26458124,43 Sandergrove Road STRATHALBYN,14831
138.8972986,-35.25839589,3 South Terrace STRATHALBYN,14832
138.8971439,-35.25836275,5 South Terrace STRATHALBYN,14833
138.8970321,-35.25852174,5-7 South Terrace STRATHALBYN,14834
138.8962027,-35.25880453,13-15 South Terrace STRATHALBYN,14835
138.8920014,-35.26051309,21 South Terrace STRATHALBYN,14836
138.8912879,-35.26126362,24 South Terrace STRATHALBYN,14837
138.8911445,-35.26133589,26 South Terrace STRATHALBYN,14838
138.8909601,-35.26139054,28 South Terrace STRATHALBYN,14839
138.890258,-35.26123429,31 South Terrace STRATHALBYN,14840
138.8908606,-35.25517523,2 Stones Lane STRATHALBYN,14841
138.8914947,-35.25401856,3 Sunter Street STRATHALBYN,14843
138.891462,-35.25463607,7 Sunter Street STRATHALBYN,14844
138.892365,-35.25549419,6 Sunter Street STRATHALBYN,14845
138.8911037,-35.25560386,13 Sunter Street STRATHALBYN,14846
138.8917868,-35.25527395,15 Sunter Street STRATHALBYN,14847
138.8926912,-35.25582892,1-3 Swale Street STRATHALBYN,14848
138.8925275,-35.25595373,5-7 Swale Street STRATHALBYN,14849
138.8920295,-35.2559032,9-11 Swale Street STRATHALBYN,14850
138.8857122,-35.2526028,2 Taylors Lane STRATHALBYN,14851
138.8857109,-35.2520138,3 Taylors Lane STRATHALBYN,14852
138.8881653,-35.25669718,1/1A Wallbank Street STRATHALBYN,14853
138.8855851,-35.25558685,1 West Terrace STRATHALBYN,14854
138.8859891,-35.25595453,5 West Terrace STRATHALBYN,14855
138.8863995,-35.25656973,9 West Terrace STRATHALBYN,14856
138.8865322,-35.2567788,11 West Terrace STRATHALBYN,14857
138.8866874,-35.25699792,13 West Terrace STRATHALBYN,14858
138.8868209,-35.257299,15 West Terrace STRATHALBYN,14859
138.8870302,-35.25761005,17 West Terrace STRATHALBYN,14860
138.8874183,-35.25694399,18 West Terrace STRATHALBYN,14861
138.8872546,-35.25788575,19 West Terrace STRATHALBYN,14862
138.8875089,-35.25810005,21 West Terrace STRATHALBYN,14863
138.8878208,-35.2585177,23 West Terrace STRATHALBYN,14864
138.8880012,-35.25874034,25 West Terrace STRATHALBYN,14865
138.88815,-35.25900326,27 West Terrace STRATHALBYN,14866
138.8881049,-35.25792675,28 West Terrace STRATHALBYN,14867
138.8882249,-35.25816103,30 West Terrace STRATHALBYN,14868
138.8883676,-35.25837261,32 West Terrace STRATHALBYN,14869
138.889828,-35.26079444,48 West Terrace STRATHALBYN,14870
138.8843197,-35.25101914,Lt 15 Paris Creek Road STRATHALBYN,14871
138.8907473,-35.27013579,Lot 501 Dunreath Avenue STRATHALBYN,14737
138.8861701,-35.2588508,5 Ashbourne Road STRATHALBYN,14702
138.8840167,-35.25468562,4 (Old) Bull Creek Road STRATHALBYN,14705
138.8845401,-35.25500212,4 (Old) Bull Creek Road STRATHALBYN,14705
138.8877608,-35.25487951,1 Commercial Road STRATHALBYN,14720
138.8882434,-35.2556555,7 Commercial Road STRATHALBYN,14721
138.8956635,-35.25578771,32 Murray Street STRATHALBYN,14804
138.8911926,-35.25398093,3 Sunter Street STRATHALBYN,14843
138.682126,-34.89039304,7 Atkinson Avenue ROSTREVOR,7887
138.6661043,-34.91303718,1 Birkenshaw Avenue (previously 513 Magill Road) TRANMERE,7889
138.6725101,-34.9085463,30 Bundey Street MAGILL,7893
138.6722673,-34.90490888,23 Central Avenue MAGILL,7895
138.6776642,-34.90708085,12 Church Street MAGILL,7899
138.6599373,-34.91099032,16 Galway Grove TRANMERE,7905
138.6663323,-34.87699256,6 Gorge Road CAMPBELLTOWN,7909
138.7065419,-34.86907832,356 Gorge Road ATHELSTONE,7914
138.6542669,-34.88441187,24 James Street CAMPBELLTOWN,7919
138.6768793,-34.89281643,3 Linwood Street ROSTREVOR,7924
138.6720055,-34.91105368,7 Lorne Avenue MAGILL,7925
138.6702447,-34.87302704,686 Lower North East Road PARADISE,7931
138.6757561,-34.86904247,741 & 743 Lower North East Road PARADISE,7935
138.6750051,-34.9128681,607 Magill Road MAGILL,7938
138.6977299,-34.874515,Manresa Court (part of 280 Gorge Road) ATHELSTONE,7943
138.6636813,-34.87171309,21 Melville Road PARADISE,7945
138.6903133,-34.89956088,101 Morialta Road ROSTREVOR,7950
138.6744788,-34.88736622,7-9 Newton Road NEWTON,7952
138.6588312,-34.89120835,14 North Street HECTORVILLE,7955
138.6995622,-34.86178587,36 River Drive ATHELSTONE,7959
138.6995233,-34.86141733,38 River Drive ATHELSTONE,7960
138.6683195,-34.90741321,68 Shakespeare Avenue MAGILL,7964
138.6757984,-34.86897467,741 & 743 Lower North East Road PARADISE,7935
138.671283,-34.88997095,18 Binnswood Street HECTORVILLE,7888
138.6577458,-34.88367003,10 Bosville Grove CAMPBELLTOWN,7890
138.6695074,-34.90563429,48 Central Avenue MAGILL,7896
138.6691646,-34.90569249,50 Central Avenue MAGILL,7897
138.6833876,-34.90576009,Res Lt 44 Chandler Court MAGILL,7898
138.6767214,-34.90713535,45 St Bernards Road MAGILL,7967
138.6885137,-34.86651262,1 Clark Crescent PARADISE,7900
138.6617075,-34.88362772,1 Drysdale Crescent CAMPBELLTOWN,7903
138.6661856,-34.90508056,14 Fourth Street TRANMERE,7904
138.68148,-34.86975402,66 George Street PARADISE,7906
138.664988,-34.87660914,Gorge Road (corner Lower North East Road) PARADISE,7907
138.7006514,-34.8606325,"Pumps, River Torrens Linear Park (off Produce Court Athelstone) ATHELSTONE",7957
138.6665265,-34.87698312,8 Gorge Road CAMPBELLTOWN,7910
138.6667107,-34.87697398,10 Gorge Road CAMPBELLTOWN,7911
138.661496,-34.90133623,21 Hallett Avenue TRANMERE,7915
138.6827603,-34.90581721,9/ 8 Homes Court MAGILL,7918
138.6690693,-34.91084098,24 Jervois Avenue MAGILL,7922
138.6716497,-34.91184933,12 Lorne Avenue MAGILL,7926
138.6587228,-34.86719074,1 Lorraine Avenue PARADISE,7928
138.6661458,-34.87625904,638-640 Lower North East Road (corner Gorge Road)  PARADISE,7930
138.6716257,-34.8711705,695 Lower North East Road PARADISE,7932
138.7133714,-34.86466607,1A Lymn Avenue ATHELSTONE,7936
138.6752685,-34.91275209,609/611 Magill Road MAGILL,7939
138.6754579,-34.91275594,613 Magill Road MAGILL,7940
138.6757309,-34.91275109,615 Magill Road  corner St Bernards Road MAGILL,7941
138.6763086,-34.91272352,621 Magill Road MAGILL,7942
138.6999229,-34.87968881,72 Maryvale Road ATHELSTONE,7944
138.664571,-34.8893149,82 Hectorville Road (previously 82 Montacute Road)  HECTORVILLE,7917
138.670236,-34.88772571,125 Montacute Road CAMPBELLTOWN,7946
138.6789393,-34.88790506,173 Montacute Road NEWTON,7948
138.6743925,-34.88198667,57-59 Newton Road NEWTON,7953
138.6586908,-34.89083992,13 North Street HECTORVILLE,7954
138.7031163,-34.8871439,21 Orbona Street /off Montacute Road ROSTREVOR,7956
138.7031092,-34.8639129,5 River Drive ATHELSTONE,7958
138.6957622,-34.87442963,Schulze Court (corner Gorge Road) ATHELSTONE,7961
138.6950514,-34.87202322,Lot 58 Schulze Road ATHELSTONE,7962
138.6759467,-34.90720222,45 St Bernards Road MAGILL,7966
138.6753914,-34.91021618,14-38 St Bernards Road (also 37 Brougham Street) MAGILL,7965
138.6696694,-34.91222359,6 Windsor Avenue MAGILL,7968
138.7108009,-34.87487369,86-88 Addison Avenue ATHELSTONE,7886
138.6875133,-34.87449466,5 Hamilton Terrace PARADISE,7916
138.6843632,-34.89120591,Gurner's Reserve bounded by College Drive Hamish Grove and Leabrook Drive ROSTREVOR,7901
138.6852817,-34.8911973,Gurner's Reserve bounded by College Drive Hamish Grove and Leabrook Drive ROSTREVOR,7901
138.6813301,-34.86977152,66 George Street PARADISE,7906
138.7002443,-34.87210408,Gorge Road Reserve: Gorge Road (corner Maryvale Road) ATHELSTONE,7908
138.7037052,-34.8697866,338 Gorge Road ATHELSTONE,7913
138.6519397,-34.87769271,Lot 303 Brookway Avenue (previously 70 Hill Street) CAMPBELLTOWN,7892
138.651354,-34.88269132,60-80 James Street CAMPBELLTOWN,7921
138.6624124,-34.8794062,607-609 Lower North East Road CAMPBELLTOWN,7929
138.6643818,-34.88934124,82 Hectorville Road (previously 82 Montacute Road)  HECTORVILLE,7917
138.6731093,-34.88839321,139 Montacute Road CAMPBELLTOWN,7947
138.6627204,-34.90678624,17 Moore Street TRANMERE,7949
138.6738819,-34.88788632,2 Newton Road CAMPBELLTOWN,7951
138.6949831,-34.87198792,Lot 58 Schulze Road ATHELSTONE,7962
138.664346,-34.90817614,Shakespeare Avenue Res (1) - Res (2)  Shakespeare Avenue TRANMERE,7963
138.662097,-34.90623373,Shakespeare Avenue Res (1) - Res (2)  Shakespeare Avenue TRANMERE,7963
138.6655332,-34.90606884,Shakespeare Avenue Res (1) - Res (2)  Shakespeare Avenue TRANMERE,7963
138.5419568,-35.50663907,Yankalilla Road LOWER INMAN VALLEY,14657
138.6263396,-35.49680403,Lot 1 Myponga Road HINDMARSH VALLEY,14637
138.6259645,-35.49734417,Sect. 121 Myponga Road HINDMARSH VALLEY,14638
138.4700269,-35.61655751,Sect. 1324 Parsons Beach Road (off) WAITPINGA,14641
138.5264509,-35.57319981,Lot 1 Range Road WAITPINGA,14644
138.5315783,-35.57364095,Lot 1 Range Road WAITPINGA,14644
138.518135,-35.62978857,Sect. 362 Sect. 362   Newland Conservation Park Newland Conservation Park WAITPINGA,14680
138.6226929,-35.5529184,59 61-65 Ocean Street /Torrens Street VICTOR HARBOR,14616
138.6218729,-35.55444572,7 Stuart Street VICTOR HARBOR,14620
138.6438498,-34.96381024,1 Cross Road cnr Mount Barker Road URRBRAE,3730
138.6421273,-34.96463383,Lot 14 Cross Road (Corner Birksgate Drive) URRBRAE,3731
138.6259585,-34.96593266,Fullarton Road NETHERBY,3696
138.6261998,-34.96702376,Fullarton Road NETHERBY,3697
138.6399375,-34.96478138,5 Strathmore Grove URRBRAE,3732
138.6110941,-34.96568429,49 Cross Road KINGSWOOD,3554
138.6047779,-34.96591076,93 Cross Road HAWTHORN,3520
138.6035692,-34.9660377,101 Cross Road HAWTHORN,3536
138.5955842,-34.96641945,2a Deepdene Avenue WESTBOURNE PARK,3746
138.6403034,-34.96554385,2 Barr Smith Drive URRBRAE,3733
138.575876,-34.96786394,2 Pulford Street CLARENCE GARDENS,3472
138.6052988,-34.96722069,13 Hampton Street HAWTHORN,3529
138.5997789,-34.96765152,Hampton Street cnr Hilda Terrace HAWTHORN,3537
138.6091329,-34.96765038,25-29 Belair Road KINGSWOOD,3548
138.6068777,-34.9681701,16 William Street HAWTHORN,3531
138.6089869,-34.96872705,Lot 32 Belair Road KINGSWOOD,3549
138.5995759,-34.96879751,1/ 1 Egmont Terrace HAWTHORN,3522
138.5918546,-34.96923133,2 Marlborough Road WESTBOURNE PARK,3740
138.6416061,-34.97080052,Hartley Grove URRBRAE,3734
138.5995888,-34.96889018,2/ 1 Egmont Terrace HAWTHORN,3523
138.599615,-34.96894794,3/ 1 Egmont Terrace HAWTHORN,3524
138.5997146,-34.96898753,2 Egmont Terrace HAWTHORN,3525
138.5998913,-34.9691491,3B Egmont Terrace HAWTHORN,3527
138.5998134,-34.96905348,3 Egmont Terrace HAWTHORN,3526
138.6267902,-34.98182555,4 Hoggs Road MITCHAM,3680
138.6284162,-34.98376503,Brownhill Creek Road MITCHAM,3677
138.6273225,-34.99094544,Brownhill Creek Road MITCHAM,3465
138.6206904,-34.98434245,Blythewood Road MITCHAM,3684
138.5909533,-34.98488872,6 Ayers Avenue DAW PARK,3490
138.6167669,-34.98414054,4 Thorpe Street TORRENS PARK,3726
138.591891,-34.98488423,628 Goodwood Road DAW PARK,3493
138.6095556,-34.98469266,64 Price Avenue LOWER MITCHAM,3623
138.5890167,-34.98534617,27 Ayers Avenue DAW PARK,3489
138.5849038,-34.9860815,76 Kingston Avenue DAW PARK,3495
138.6437636,-34.98461598,Off Brownhill Creek Road BROWN HILL CREEK,3466
138.610397,-34.98595852,57A Price Avenue LOWER MITCHAM,3621
138.6198585,-34.98599254,26 Old Belair Road MITCHAM,3681
138.5920379,-34.98669217,644 Goodwood Road DAW PARK,3494
138.624223,-34.98878338,Off Old Belair Road MITCHAM,3685
138.6085691,-34.98688482,16 McPherson Street CLAPHAM,3468
138.5891127,-34.98709984,29 Crozier Avenue DAW PARK,3491
138.6168757,-34.986836,2 Chalk Place TORRENS PARK,3725
138.6275084,-34.9916862,Brownhill Creek Road BROWN HILL CREEK,3464
138.6201316,-34.98936075,off Weemala Drive MITCHAM,3687
138.6035669,-34.98975723,89 Springbank Road CLAPHAM,3470
138.5763362,-34.99058067,9 Bennett Avenue MELROSE PARK,3635
138.5917232,-34.99033778,Goodwood Road DAW PARK,3498
138.5892478,-34.99169291,216 Daws Road DAW PARK,3499
138.5930714,-34.99236982,615 Goodwood Road PANORAMA,3699
138.6120035,-34.99160455,6 Alton Avenue TORRENS PARK,3718
138.5923786,-34.99231077,Lot 100 Daws Road (Corner Goodwood Road) PASADENA,3705
138.6101333,-34.9924794,4 Barretts Road TORRENS PARK,3721
138.6009256,-34.99311003,1-3 Ottawa Avenue PANORAMA,3701
138.5907616,-34.99648135,760 Goodwood Road PASADENA,3704
138.6276287,-34.99582489,25 Sheoak Road BELAIR,3416
138.6283745,-34.99622603,29 Sheoak Road BELAIR,3439
138.6343928,-34.99668276,49-51 Sheoak Road BELAIR,3417
138.6268171,-34.99637575,21 Sheoak Road BELAIR,3423
138.6359915,-34.99640881,55 Sheoak Road BELAIR,3419
138.6274718,-34.99685992,18 Sheoak Road BELAIR,3438
138.6351542,-34.99682809,53 Sheoak Road BELAIR,3418
138.6309135,-34.99705266,Lot 88 Sheoak Road BELAIR,3437
138.6238721,-34.99765862,7 Sheoak Road BELAIR,3415
138.5934018,-34.9980819,653 Goodwood Road PANORAMA,3702
138.6302307,-34.99724382,38 Sheoak Road BELAIR,3422
138.631379,-34.99761789,42 Sheoak Road BELAIR,3428
138.6330746,-34.99754801,42 Sheoak Road BELAIR,3427
138.6511179,-34.99892284,141 Sheoak Road BELAIR,3420
138.5948305,-34.99978648,15 Kentucky Avenue PANORAMA,3700
138.6078465,-35.00056958,Belair Road LYNTON,3631
138.6063179,-35.00025997,Belair Road BELAIR,3424
138.6513779,-34.999447,143 Sheoak Road BELAIR,3421
138.6162947,-35.0029391,48-54 Gloucester Avenue BELAIR,3425
138.6156333,-35.00315917,48-54 Gloucester Avenue BELAIR,3425
138.6248358,-35.00320238,41 Main Road BELAIR,3414
138.6258316,-35.00446937,45-83 Main Road BELAIR,3426
138.6317083,-35.00540319,Lot 259 Laffers Road Belair Hannaford Reserve BELAIR,3447
138.6531322,-34.88340769,40 James Street CAMPBELLTOWN,7920
138.6358156,-34.91525733,170-172 Magill Road NORWOOD,6089
138.6352782,-34.9152832,162 Magill Road NORWOOD,6088
138.633555,-34.91537272,140 Magill Road NORWOOD,6087
138.633262,-34.91538811,136 Magill Road NORWOOD,6086
138.6331616,-34.91539335,134 Magill Road NORWOOD,6085
138.6312287,-34.91545477,120 Magill Road NORWOOD,6084
138.6273721,-34.91576561,66 Magill Road NORWOOD,5820
138.6269227,-34.9157144,64 Magill Road NORWOOD,5819
138.6356666,-34.91558774,5 Rose Street NORWOOD,5893
138.6365988,-34.91562592,2B George Street NORWOOD,5760
138.6352244,-34.91565559,4 Moulden Street NORWOOD,5829
138.6352298,-34.91573202,6 Moulden Street NORWOOD,5830
138.6257833,-34.91630155,41 Chapel Street NORWOOD,5652
138.6370903,-34.91613637,9-11 Foster Street NORWOOD,5745
138.634776,-34.91615019,9 Moulden Street NORWOOD,5831
138.6380661,-34.91609977,15 Queen Street NORWOOD,5868
138.6321643,-34.91631775,12 Osmond Terrace NORWOOD,5838
138.6275862,-34.91662048,10 Sydenham Road NORWOOD,6061
138.6289889,-34.91659359,Stephen Street NORWOOD,5910
138.6359739,-34.91641021,11A George Street NORWOOD,5761
138.6242276,-34.91695684,8 Edmund Street NORWOOD,5682
138.6359436,-34.91666741,15 George Street NORWOOD,5762
138.6269563,-34.91693093,15 Sydenham Road NORWOOD,5911
138.6381116,-34.91672741,21 Queen Street NORWOOD,5869
138.6366406,-34.91682069,20 George Street NORWOOD,5763
138.6226229,-34.91718653,11 Fullarton Road KENT TOWN,6056
138.626897,-34.91707432,17 Sydenham Road NORWOOD,5912
138.6198182,-34.91747829,60 North Terrace KENT TOWN,5834
138.6197056,-34.917537,58 North Terrace KENT TOWN,5833
138.6322807,-34.91710025,24 Osmond Terrace NORWOOD,5839
138.6356642,-34.91713079,15 Clara Street NORWOOD,5664
138.6360037,-34.91722487,21 George Street NORWOOD,5764
138.6381475,-34.91719804,25 Queen Street NORWOOD,5870
138.6323407,-34.91744892,28 Osmond Terrace NORWOOD,5840
138.6265557,-34.9177487,36-38 King Street NORWOOD,6083
138.6242507,-34.91770136,22-24 Edmund Street NORWOOD,5684
138.6242562,-34.9177697,22-24 Edmund Street NORWOOD,5684
138.6394515,-34.91755862,163 Beulah Road NORWOOD,5637
138.6242601,-34.91781719,26-28 Edmund Street NORWOOD,5685
138.6242644,-34.91787105,26-28 Edmund Street NORWOOD,5685
138.6231917,-34.91798255,32 Fullarton Road NORWOOD,5747
138.6242689,-34.91792664,30 Edmund Street NORWOOD,5686
138.6182933,-34.91826852,32 North Terrace KENT TOWN,5832
138.6302023,-34.91799849,87 Beulah Road NORWOOD,5625
138.631179,-34.9179641,95 Beulah Road NORWOOD,5626
138.6361168,-34.91780062,143 Beulah Road NORWOOD,5636
138.6356512,-34.91782278,139 Beulah Road NORWOOD,5634
138.6354414,-34.9178327,137 Beulah Road NORWOOD,5633
138.6286105,-34.91808974,73 Beulah Road NORWOOD,5620
138.6284843,-34.91809615,71 Beulah Road NORWOOD,5618
138.6284276,-34.91809921,69 Beulah Road NORWOOD,5617
138.6283426,-34.91810295,67 Beulah Road NORWOOD,5615
138.6279801,-34.91812049,63 Beulah Road NORWOOD,5613
138.6322837,-34.91791571,34 Osmond Terrace NORWOOD,5841
138.627006,-34.91811863,31-39 Sydenham Road NORWOOD,6095
138.6263169,-34.91823592,49 Beulah Road NORWOOD,5611
138.6251943,-34.91829252,31 Beulah Road NORWOOD,5610
138.632296,-34.9180764,36 Osmond Terrace NORWOOD,5842
138.6200228,-34.91868108,74 King William Street (also known as 10 College Road) KENT TOWN,5810
138.6225673,-34.91856768,120 Rundle Street KENT TOWN,5907
138.6392427,-34.91810953,142 Beulah Road NORWOOD,5635
138.6382737,-34.9181355,29 Queen Street NORWOOD,5871
138.6210385,-34.91874363,107 Rundle Street KENT TOWN,5906
138.6374317,-34.91837934,134 Beulah Road NORWOOD,5632
138.6222622,-34.91866959,112-118 Rundle Street KENT TOWN,6094
138.636105,-34.91835399,124 Beulah Road NORWOOD,5631
138.6339682,-34.91848285,114 Beulah Road NORWOOD,5630
138.6329981,-34.918529,104 Beulah Road NORWOOD,5629
138.6323262,-34.91841796,38 Osmond Terrace NORWOOD,5843
138.6304343,-34.91863579,94 Beulah Road NORWOOD,5628
138.6294345,-34.91862061,82 Beulah Road NORWOOD,5624
138.6293017,-34.9186269,80 Beulah Road NORWOOD,5623
138.6291163,-34.91870088,78 Beulah Road NORWOOD,5622
138.6287543,-34.91871822,74 Beulah Road NORWOOD,5621
138.6285723,-34.91872693,72 Beulah Road NORWOOD,5619
138.6282592,-34.91874189,68 Beulah Road NORWOOD,5616
138.6279411,-34.91875574,64 Beulah Road NORWOOD,5614
138.6275862,-34.91877458,62 Beulah Road NORWOOD,5612
138.6381885,-34.91845371,33 Queen Street NORWOOD,5872
138.6205779,-34.91907781,97 Rundle Street KENT TOWN,5903
138.621713,-34.91911863,100 Rundle Street KENT TOWN,5905
138.6216207,-34.91916636,98 Rundle Street KENT TOWN,5904
138.6187163,-34.91935501,56 King William Street KENT TOWN,5809
138.6203623,-34.91922528,93 Rundle Street KENT TOWN,5902
138.6313967,-34.91906549,96 Beulah Road NORWOOD,6051
138.6233234,-34.91914268,44 Fullarton Road NORWOOD,5749
138.6304761,-34.91972696,4 Woods Street NORWOOD,6005
138.6324453,-34.91888204,42 Osmond Terrace NORWOOD,5844
138.6298803,-34.91900698,4A Woods Street NORWOOD,6004
138.623973,-34.91920415,9A Fisher Street NORWOOD,5720
138.6338768,-34.91885602,31 Edward Street NORWOOD,5688
138.6286282,-34.9190888,7 Theresa Street NORWOOD,5963
138.634716,-34.91898966,36 Edward Street NORWOOD,5689
138.6238694,-34.91927871,7A Fisher Street NORWOOD,5719
138.6237683,-34.91928313,5A Fisher Street NORWOOD,5716
138.6233441,-34.91942317,46 Fullarton Road NORWOOD,5750
138.6242292,-34.91928302,15 Fisher Street NORWOOD,5725
138.6240873,-34.91939888,11 Fisher Street NORWOOD,5722
138.6236395,-34.91943394,1 Fisher Street NORWOOD,5711
138.6244484,-34.91942974,17 Fisher Street NORWOOD,5726
138.6242241,-34.9194549,13 Fisher Street NORWOOD,5724
138.6207473,-34.91952692,78 Rundle Street KENT TOWN,5901
138.6248268,-34.91945135,23 Fisher Street NORWOOD,5729
138.6206608,-34.91958898,78 Rundle Street KENT TOWN,5901
138.6238935,-34.91949407,7 Fisher Street NORWOOD,5718
138.6238208,-34.91949746,5 Fisher Street NORWOOD,5715
138.6237717,-34.91949945,3 Fisher Street NORWOOD,5713
138.6293773,-34.9193887,3 Woods Street NORWOOD,6003
138.6203146,-34.91983202,76 Rundle Street KENT TOWN,5900
138.6324456,-34.91940053,48 Osmond Terrace NORWOOD,5845
138.6316392,-34.91978945,96 Beulah Road NORWOOD,5627
138.6324563,-34.91954078,50 Osmond Terrace NORWOOD,5846
138.6249339,-34.91989464,24 Fisher Street NORWOOD,5730
138.6248336,-34.9198994,22 Fisher Street NORWOOD,5728
138.6247324,-34.91990546,20 Fisher Street NORWOOD,5727
138.6241394,-34.91994268,12 Fisher Street NORWOOD,5723
138.6240562,-34.91994653,10 Fisher Street NORWOOD,5721
138.6238651,-34.91995538,6 Fisher Street NORWOOD,5717
138.6237639,-34.91996008,4 Fisher Street NORWOOD,5714
138.6236176,-34.91996679,2 Fisher Street NORWOOD,5712
138.623334,-34.91983965,48 Fullarton Road NORWOOD,5752
138.6269167,-34.91979714,68 Fisher Street NORWOOD,5733
138.6266983,-34.91980956,64 Fisher Street NORWOOD,5732
138.6252861,-34.9202148,29-31 Gray Street NORWOOD,6070
138.625235,-34.91993951,28 Fisher Street NORWOOD,5731
138.6325599,-34.91981534,54 Osmond Terrace NORWOOD,5847
138.6227709,-34.92034041,37 Fullarton Road KENT TOWN,5748
138.6361504,-34.91984613,41 George Street NORWOOD,5765
138.6242384,-34.9202731,9-11 Gray Street NORWOOD,5774
138.6316743,-34.92052921,45-47 Osmond Terrace NORWOOD,6090
138.6249236,-34.92026177,21-23 Gray Street NORWOOD,6068
138.624819,-34.92026757,21-23 Gray Street NORWOOD,6068
138.6247311,-34.92027208,17-19 Gray Street NORWOOD,5776
138.6246441,-34.92027669,17-19 Gray Street NORWOOD,5776
138.6252022,-34.9202557,29-31 Gray Street NORWOOD,6070
138.6251157,-34.92025961,25-27 Gray Street NORWOOD,6069
138.625029,-34.92026366,25-27 Gray Street NORWOOD,6069
138.6241631,-34.92031423,9-11 Gray Street NORWOOD,5774
