" 138.6051779758459","-34.92374083730203","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>10</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>229</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281243.85</td> </tr> <tr> <td>Northing (</td> <td>6132795.58</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051726800065","-34.92374605161284","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>11</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>230</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281243.38</td> </tr> <tr> <td>Northing (</td> <td>6132794.99</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.605186616583","-34.92376363489363","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>12</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>231</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281244.7</td> </tr> <tr> <td>Northing (</td> <td>6132793.07</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.605152041584","-34.92376322352359","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>13</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>232</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281241.54</td> </tr> <tr> <td>Northing (</td> <td>6132793.04</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051635401559","-34.92378184050784","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>14</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>233</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281242.64</td> </tr> <tr> <td>Northing (</td> <td>6132791</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051383557238","-34.92378972765255","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>15</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>234</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281240.36</td> </tr> <tr> <td>Northing (</td> <td>6132790.07</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051465929436","-34.92381134536274","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>16</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>235</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281241.17</td> </tr> <tr> <td>Northing (</td> <td>6132787.69</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051215368386","-34.92381481777265","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>17</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>236</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281238.89</td> </tr> <tr> <td>Northing (</td> <td>6132787.25</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6051363761165","-34.92383899967908","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>18</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>237</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281240.31</td> </tr> <tr> <td>Northing (</td> <td>6132784.6</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
" 138.6052557724297","-34.92376049119863","GRENFELL ST DEC","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt""> <head> <META http-equiv=""Content-Type"" content=""text/html""> <meta http-equiv=""content-type"" content=""text/html; charset=UTF-8""> </head> <body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;""> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px""> <tr style=""text-align:center;font-weight:bold;background:#9CBCE2""> <td>GRENFELL ST DEC</td> </tr> <tr> <td> <table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px""> <tr> <td>FID</td> <td>19</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Road Name</td> <td>GRENFELL ST DEC</td> </tr> <tr> <td>Asset ID (</td> <td>238</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Easting (L</td> <td>281251.01</td> </tr> <tr> <td>Northing (</td> <td>6132793.57</td> </tr> <tr bgcolor=""#D4E4F3""> <td>Monument T</td> <td>Sculpture</td> </tr> <tr> <td>Descriptio</td> <td>HINDMARSH SQUARE - """"TOOTH"""" SCULPTURE</td> </tr> </table> </td> </tr> </table> </body> </html> "
