id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20648121,http://www.catalog.slsa.sa.gov.au/record=b2064812,http://www.catalog.slsa.sa.gov.au/xrecord=b2064812,"State Library of South Australia, photographer",Mann Terrace,1955,Photograph  13.9 cm x 8.6 cm,"Mann Terrace, 27 December 1955, right side of house is 8 yards south of Kingston Terrace and frontage is 21.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13560.jpg,1040
b20648066,http://www.catalog.slsa.sa.gov.au/record=b2064806,http://www.catalog.slsa.sa.gov.au/xrecord=b2064806,"State Library of South Australia, photographer",Stanley Street,1964,Photograph  21.4 cm x 15.4 cm,"Stanley Street, north side, 13 December 1963. South Australian School of Art. Left side and site is 34 yards east of Porter Street. Frontage is 70 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15315.jpg,1037
b20648078,http://www.catalog.slsa.sa.gov.au/record=b2064807,http://www.catalog.slsa.sa.gov.au/xrecord=b2064807,"State Library of South Australia, photographer",Stanley Street,1964,Photograph  21.4 cm x 15.4 cm,"Stanley Street, north side, 13 December 1963. South Australian School of Art. Left side and site is 34 yards east and Porter Street. Frontage is 10 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15316.jpg,1037
b20648042,http://www.catalog.slsa.sa.gov.au/record=b2064804,http://www.catalog.slsa.sa.gov.au/xrecord=b2064804,"State Library of South Australia, photographer",Stanley Street,1960,Photograph  14.1 cm x 8.0 cm,"Stanley Street, north side, 22 January 1960. Right side of shop is 117 yards west of Hart Street. Frontage of shop is 7 yards. For a view of shop taken in 1916, see B1852",,http://images.slsa.sa.gov.au/mpcimg/14500/B14283.jpg,1036
b20648030,http://www.catalog.slsa.sa.gov.au/record=b2064803,http://www.catalog.slsa.sa.gov.au/xrecord=b2064803,"State Library of South Australia, photographer",Kingston Terrace,1965,Photograph ,"Kingston Terrace, south side, 1965. Left side of site is 40 yards west of Kingston Terrace, east side",,http://images.slsa.sa.gov.au/mpcimg/16250/B16194.jpg,1036
b20648054,http://www.catalog.slsa.sa.gov.au/record=b2064805,http://www.catalog.slsa.sa.gov.au/xrecord=b2064805,"State Library of South Australia, photographer","Kingston Terrace, South Side",1974,Photograph  21.7 cm x 13.3 cm,"Kingston Terrace, south side, 22 March 1974. West side of the building is 172 yards east of Fuller Street. Kingston Terrace frontage is 10 yards",,http://images.slsa.sa.gov.au/mpcimg/29000/B28800.jpg,1036
b20647827,http://www.catalog.slsa.sa.gov.au/record=b2064782,http://www.catalog.slsa.sa.gov.au/xrecord=b2064782,"State Library of South Australia, photographer",Stanley Street Plaque,1970,Photograph  21 cm x 16 cm,"Stanley Street, plaque on the wall of cottage homes, 82-100 Stanley Street, 19th June 1970",,http://images.slsa.sa.gov.au/mpcimg/20000/B19970.jpg,1035
b20647839,http://www.catalog.slsa.sa.gov.au/record=b2064783,http://www.catalog.slsa.sa.gov.au/xrecord=b2064783,"State Library of South Australia, photographer","Stanley Street, North Side",1970,Photograph  21 cm x 16 cm,"Stanley Street, north side, 19th June 1970, showing the Stanley Street cottage homes. Left side of block is 70 2/3 yards east of Fuller Street. Frontage: 70 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/20000/B19971.jpg,1035
b20647840,http://www.catalog.slsa.sa.gov.au/record=b2064784,http://www.catalog.slsa.sa.gov.au/xrecord=b2064784,"State Library of South Australia, photographer",Stanley Street Plaque,1970,Photograph  21 cm x 16 cm,"Stanley Street main plaque on the wall of the cottage homes, 19th June 1970",,http://images.slsa.sa.gov.au/mpcimg/20000/B19972.jpg,1035
b20647852,http://www.catalog.slsa.sa.gov.au/record=b2064785,http://www.catalog.slsa.sa.gov.au/xrecord=b2064785,"State Library of South Australia, photographer",Kingston Terrace Plaque,1970,Photograph negative  21 cm x 16 cm,"Kingston Terrace homes plaque, 19th June 1970",,http://images.slsa.sa.gov.au/mpcimg/20000/B19973.jpg,1035
b20647864,http://www.catalog.slsa.sa.gov.au/record=b2064786,http://www.catalog.slsa.sa.gov.au/xrecord=b2064786,"State Library of South Australia, photographer",Stanley Street Plaque,1970,Photograph  21 cm x 16 cm,"Stanley Street cottage homes plaque, 19th June 1970",,http://images.slsa.sa.gov.au/mpcimg/20000/B19974.jpg,1035
b20647876,http://www.catalog.slsa.sa.gov.au/record=b2064787,http://www.catalog.slsa.sa.gov.au/xrecord=b2064787,"State Library of South Australia, photographer",51-60 Kingston Terrace,1970,Photograph negative  21 cm x 16 cm,"51-60 Kingston Terrace, south side, 19th June 1970. Right side of block is 70 1/3 yards east of Fuller Street. Kingston Terrace frontage: 70 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/20000/B19975.jpg,1035
b20647888,http://www.catalog.slsa.sa.gov.au/record=b2064788,http://www.catalog.slsa.sa.gov.au/xrecord=b2064788,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971. Left side of block is 211 1/3 yards east of Jerningham Street. Stanley Street frontage: 64 yards",,http://images.slsa.sa.gov.au/mpcimg/25500/B25280.jpg,1035
b2064789x,http://www.catalog.slsa.sa.gov.au/record=b2064789,http://www.catalog.slsa.sa.gov.au/xrecord=b2064789,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971. Left side of block is 211 1/3 yards east of Jerningham Street  frontage: 64 yards",,http://images.slsa.sa.gov.au/mpcimg/25500/B25281.jpg,1035
b20647906,http://www.catalog.slsa.sa.gov.au/record=b2064790,http://www.catalog.slsa.sa.gov.au/xrecord=b2064790,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971 looking into the courtyard from the street",,http://images.slsa.sa.gov.au/mpcimg/25500/B25282.jpg,1035
b20647918,http://www.catalog.slsa.sa.gov.au/record=b2064791,http://www.catalog.slsa.sa.gov.au/xrecord=b2064791,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December, 1971",,http://images.slsa.sa.gov.au/mpcimg/25500/B25283.jpg,1035
b2064792x,http://www.catalog.slsa.sa.gov.au/record=b2064792,http://www.catalog.slsa.sa.gov.au/xrecord=b2064792,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971  chimney detail",,http://images.slsa.sa.gov.au/mpcimg/25500/B25284.jpg,1035
b20647931,http://www.catalog.slsa.sa.gov.au/record=b2064793,http://www.catalog.slsa.sa.gov.au/xrecord=b2064793,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971 showing the courtyard and rear of Kingston Cottages",,http://images.slsa.sa.gov.au/mpcimg/25500/B25285.jpg,1035
b20647943,http://www.catalog.slsa.sa.gov.au/record=b2064794,http://www.catalog.slsa.sa.gov.au/xrecord=b2064794,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971",,http://images.slsa.sa.gov.au/mpcimg/25500/B25286.jpg,1035
b20647955,http://www.catalog.slsa.sa.gov.au/record=b2064795,http://www.catalog.slsa.sa.gov.au/xrecord=b2064795,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971, showing the courtyard and rear of Stanley Street cottages",,http://images.slsa.sa.gov.au/mpcimg/25500/B25287.jpg,1035
b20647967,http://www.catalog.slsa.sa.gov.au/record=b2064796,http://www.catalog.slsa.sa.gov.au/xrecord=b2064796,"State Library of South Australia, photographer",82-100 Stanley Street,1971,Photograph  21 cm x 14,"82-100 Stanley Street, north side, 17th December 1971  door and window detail of the Stanley Street cottages",,http://images.slsa.sa.gov.au/mpcimg/25500/B25288.jpg,1035
b20647979,http://www.catalog.slsa.sa.gov.au/record=b2064797,http://www.catalog.slsa.sa.gov.au/xrecord=b2064797,"State Library of South Australia, photographer","82-100, Stanley Street",1971,Photograph  21.7 cm x 14.6 cm,"82-100 Stanley Street, north side, 17th December 1971: detail of the Stanley Street cottages verandah",,http://images.slsa.sa.gov.au/mpcimg/33000/B32815.jpg,1035
b20647980,http://www.catalog.slsa.sa.gov.au/record=b2064798,http://www.catalog.slsa.sa.gov.au/xrecord=b2064798,"State Library of South Australia, photographer",51-60 Kingston Terrace,1971,Photograph  21.7 cm x 14.5 cm,"51-60 Kingston Terrace, south side, December 1971. Right side of block is 70 1/3 yar ds east of Fuller Street  frontage: 70 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/33000/B32816.jpg,1035
b20647992,http://www.catalog.slsa.sa.gov.au/record=b2064799,http://www.catalog.slsa.sa.gov.au/xrecord=b2064799,"State Library of South Australia, photographer",51-60 Kingston Terrace,1971,Photograph  21.8 cm x 15 cm,"51-60 Kingston Terrace, south side, December 1971",,http://images.slsa.sa.gov.au/mpcimg/33000/B32817.jpg,1035
b20648005,http://www.catalog.slsa.sa.gov.au/record=b2064800,http://www.catalog.slsa.sa.gov.au/xrecord=b2064800,"State Library of South Australia, photographer",51-60 Kingston Terrace,1971,Photograph  21.5 cm x 14.7 cm,"51-60 Kingston Terrace, south side, December 1971",,http://images.slsa.sa.gov.au/mpcimg/33000/B32818.jpg,1035
b20648017,http://www.catalog.slsa.sa.gov.au/record=b2064801,http://www.catalog.slsa.sa.gov.au/xrecord=b2064801,"State Library of South Australia, photographer",51-60 Kingston Terrace,1971,Photograph  21.4 cm x 14.9 cm,"51-60 Kingston Terrace, south side, December 1971",,http://images.slsa.sa.gov.au/mpcimg/33000/B32819.jpg,1035
b20647773,http://www.catalog.slsa.sa.gov.au/record=b2064777,http://www.catalog.slsa.sa.gov.au/xrecord=b2064777,"State Library of South Australia, photographer",Jerningham Street,1960,Photograph  14.1 cm x 8.0 cm,"Jerningham Street, east side, 28th November 1960. Right side of dwelling at the point marked with a cross is 16 yards north of Stanley Street. Frontage: 15 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14369.jpg,1032
b20647797,http://www.catalog.slsa.sa.gov.au/record=b2064779,http://www.catalog.slsa.sa.gov.au/xrecord=b2064779,"State Library of South Australia, photographer","Kingston Terrace, South Side",1970,Photograph negative  21 cm x 16 cm,"Kingston Terrace, south side, 13th February 1970. Right side of block is 36 yards from Jerningham Street, east side. Kingston Terrace frontage: 46 yards",,http://images.slsa.sa.gov.au/mpcimg/19750/B19601.jpg,1032
b20647785,http://www.catalog.slsa.sa.gov.au/record=b2064778,http://www.catalog.slsa.sa.gov.au/xrecord=b2064778,"State Library of South Australia, photographer","Stanley Street, North Side",1983,Photograph (b&w print)  16.4 cm x 18 cm;C1,"Stanley Street, north side, 17th October 1983. The right side of building is 35 yards from Jerningham Street, North Adelaide. Frontage: 15 yards",,http://images.slsa.sa.gov.au/mpcimg/42750/B42674.jpg,1031
b20647670,http://www.catalog.slsa.sa.gov.au/record=b2064767,http://www.catalog.slsa.sa.gov.au/xrecord=b2064767,"State Library of South Australia, photographer",Kingston Terrace,1960,Photograph  14.0 cm x 8.7 cm,"Kingston Terrace, south side, 20th October, 1960. This building was demolished by early 1962. For a view of the building subsequently built on part of this site see B14582",,http://images.slsa.sa.gov.au/mpcimg/14750/B14591.jpg,1029
b20647621,http://www.catalog.slsa.sa.gov.au/record=b2064762,http://www.catalog.slsa.sa.gov.au/xrecord=b2064762,"State Library of South Australia, photographer",Kingston Terrace,1961,Photograph  20.7 cm x 15.6 cm,"Kingston Terrace, south side, 23rd February 1961. This building was demolished by early 1962",,http://images.slsa.sa.gov.au/mpcimg/14750/B14553.jpg,1029
b20647633,http://www.catalog.slsa.sa.gov.au/record=b2064763,http://www.catalog.slsa.sa.gov.au/xrecord=b2064763,"State Library of South Australia, photographer",Stanley Street,1961,Photograph  20.7 cm x 15.6 cm,"Stanley Street, north side, 16th February, 1961. This building was demolished by early 1962",,http://images.slsa.sa.gov.au/mpcimg/14750/B14554.jpg,1029
b20647645,http://www.catalog.slsa.sa.gov.au/record=b2064764,http://www.catalog.slsa.sa.gov.au/xrecord=b2064764,"State Library of South Australia, photographer",Kingston Terrace,1962,Photograph  20.7 cm x 15.6 cm,"Kingston Terrace, south side, 3rd December 1962. For view of building previously on this site see B14553",,http://images.slsa.sa.gov.au/mpcimg/14750/B14582.jpg,1029
b20647657,http://www.catalog.slsa.sa.gov.au/record=b2064765,http://www.catalog.slsa.sa.gov.au/xrecord=b2064765,"State Library of South Australia, photographer",Kingston Terrace,1962,Photograph  20.7 cm x 15.6 cm,"Kingston Terrace, south side, 3rd December 1962. Right side of building is 166 yards west of LeFevre Terrace. Frontage of building is 14 yards. For view of building previously on part of this site see B14533",,http://images.slsa.sa.gov.au/mpcimg/14750/B14583.jpg,1029
b20647669,http://www.catalog.slsa.sa.gov.au/record=b2064766,http://www.catalog.slsa.sa.gov.au/xrecord=b2064766,"State Library of South Australia, photographer",Stanley Street,1962,Photograph  20.7 cm x 15.6 cm,"Stanley Street, north side, 3rd December 1962. For a view of the building previously on this site see B14554",,http://images.slsa.sa.gov.au/mpcimg/14750/B14584.jpg,1029
b20647530,http://www.catalog.slsa.sa.gov.au/record=b2064753,http://www.catalog.slsa.sa.gov.au/xrecord=b2064753,"State Library of South Australia, photographer",Stanley Street,1959,Photograph  14.1 cm x 8.0 cm,"Stanley Street, north side, 26th February 1959. Left side of the house is 9 1/2 yards east of LeFevre Terrace  frontage: 20 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14224.jpg,1027
b20647463,http://www.catalog.slsa.sa.gov.au/record=b2064746,http://www.catalog.slsa.sa.gov.au/xrecord=b2064746,"State Library of South Australia, photographer","Brougham Place, East Side",1976,Photograph  19.5 cm x 16.7 cm,"Brougham Place, east side, 1st October 1976 showing the Congregational Church",,http://images.slsa.sa.gov.au/mpcimg/32750/B32596.jpg,1026
b20647475,http://www.catalog.slsa.sa.gov.au/record=b2064747,http://www.catalog.slsa.sa.gov.au/xrecord=b2064747,"State Library of South Australia, photographer","Brougham Place, East Side",1976,Photograph  19 cm x 17.3 cm,"Brougham Place, east side, 1 0ctober 1976, showing Congregational Church",,http://images.slsa.sa.gov.au/mpcimg/32750/B32595.jpg,1026
b20647153,http://www.catalog.slsa.sa.gov.au/record=b2064715,http://www.catalog.slsa.sa.gov.au/xrecord=b2064715,"State Library of South Australia, photographer",Jerningham Street,1959,Photograph  14.1 cm x 8.0 cm,"Corner of Jerningham Street and Stanley Street, April 1st 1959, Jerningham Street frontage is 16 yards and Stanley Street frontage is 33 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14228.jpg,1019
b20647104,http://www.catalog.slsa.sa.gov.au/record=b2064710,http://www.catalog.slsa.sa.gov.au/xrecord=b2064710,"State Library of South Australia, photographer",Sussex Street,1955,Photograph  13.9 cm x 8.6 cm,"Sussex Street, north side, August 26th 1955, right side of building is 79 1/4 yards west of West Pallant Street and frontage is 25.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13540.jpg,1017
b20647116,http://www.catalog.slsa.sa.gov.au/record=b2064711,http://www.catalog.slsa.sa.gov.au/xrecord=b2064711,"State Library of South Australia, photographer",Sussex Street,1956,Photograph  14.1 cm x 8.0 cm,"Sussex Street, north side, 27th December 1956, right side of building is 79 1/4 yards west of West Pallant Street and frontage is 42 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13829.jpg,1017
b20647128,http://www.catalog.slsa.sa.gov.au/record=b2064712,http://www.catalog.slsa.sa.gov.au/xrecord=b2064712,"State Library of South Australia, photographer",Stanley Street,1958,Photograph  14.1 cm x 8.0 cm,"Stanley Street, south side, March 26th 1958, left side of house is 92 yards west of West Pallant Street and frontage is 13 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14050.jpg,1017
b20647074,http://www.catalog.slsa.sa.gov.au/record=b2064707,http://www.catalog.slsa.sa.gov.au/xrecord=b2064707,"State Library of South Australia, photographer",Stanley Street,1958,Photograph  14.1 cm x 8.0 cm,"Stanley Street, south side, March 26th 1958, right side of Hotel is 33.5 yards west of West Pallant Street and frontage is 11.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14049.jpg,1016
b20646987,http://www.catalog.slsa.sa.gov.au/record=b2064698,http://www.catalog.slsa.sa.gov.au/xrecord=b2064698,"State Library of South Australia, photographer",Sussex Street,1957,Photograph  14.1 cm x 8.0 cm,"Sussex Street, north side, 26th September 1957, left side of building is 95.5 yards east from West Pallant Street and frontage is 8 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13928.jpg,1014
b20646999,http://www.catalog.slsa.sa.gov.au/record=b2064699,http://www.catalog.slsa.sa.gov.au/xrecord=b2064699,"State Library of South Australia, photographer",Sussex Street,1958,Photograph  14.1 cm x 8.0 cm,"Sussex Street, north side, January 20th 1958, left side of house is 63 1/4 yards east of West Pallant Street and frontage is 13 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13994.jpg,1014
b20647001,http://www.catalog.slsa.sa.gov.au/record=b2064700,http://www.catalog.slsa.sa.gov.au/xrecord=b2064700,"State Library of South Australia, photographer",Stanley Street,1958,Photograph  14.1 cm x 8.0 cm,"Stanley Street, south side, January 20th 1958, right side of fence is 72.5 yards west of West Pallant Street and frontage is 15 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13995.jpg,1014
b2064677x,http://www.catalog.slsa.sa.gov.au/record=b2064677,http://www.catalog.slsa.sa.gov.au/xrecord=b2064677,"State Library of South Australia, photographer",Stanley Street,1959,Photograph  14.1 cm x 8.0 cm,"Stanley Street, south side, February 26th 1959, frontage is 9 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14225.jpg,1011
b20646744,http://www.catalog.slsa.sa.gov.au/record=b2064674,http://www.catalog.slsa.sa.gov.au/xrecord=b2064674,"State Library of South Australia, photographer",Melbourne Street,1957,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, 15th August 1957, cottage on the left is 1 1/4 yards east of East Pallant Street and frontage is 7 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13884.jpg,1010
b20646756,http://www.catalog.slsa.sa.gov.au/record=b2064675,http://www.catalog.slsa.sa.gov.au/xrecord=b2064675,"State Library of South Australia, photographer",Melbourne Street,1957,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, 22nd August 1957, right side of centre building is 45 yards west of Mann Terrace and frontage is 7 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13890.jpg,1010
b20646768,http://www.catalog.slsa.sa.gov.au/record=b2064676,http://www.catalog.slsa.sa.gov.au/xrecord=b2064676,"State Library of South Australia, photographer",Melbourne Street,1959,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, February 26th 1959, East Pallant Street frontage of cottage is 27 2/3 yards and Melbourne Street frontage is 6 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14226.jpg,1010
b20646641,http://www.catalog.slsa.sa.gov.au/record=b2064664,http://www.catalog.slsa.sa.gov.au/xrecord=b2064664,"State Library of South Australia, photographer",Melbourne Street,1958,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, September 25th 1958, right side of building is 100.5 yards west of East Pallant Street and frontage is 7 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14167.jpg,1008
b20646653,http://www.catalog.slsa.sa.gov.au/record=b2064665,http://www.catalog.slsa.sa.gov.au/xrecord=b2064665,"State Library of South Australia, photographer",Melbourne Street,1959,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, April 1st 1959, right side of cottages is 107 yards west of East Pallant Street and frontage is 13 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14229.jpg,1008
b20646495,http://www.catalog.slsa.sa.gov.au/record=b2064649,http://www.catalog.slsa.sa.gov.au/xrecord=b2064649,"State Library of South Australia, photographer",Melbourne Street,1967,Photograph  21 cm x 16 cm,"Melbourne Street, north side, 17th November 1967, right side of building is 16 yards west of West Pallant Street and frontage is 24 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17632.jpg,1005
b20646392,http://www.catalog.slsa.sa.gov.au/record=b2064639,http://www.catalog.slsa.sa.gov.au/xrecord=b2064639,"State Library of South Australia, photographer",Melbourne Street,1957,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, 15th August 1957",,http://images.slsa.sa.gov.au/mpcimg/14000/B13886.jpg,1003
b20646409,http://www.catalog.slsa.sa.gov.au/record=b2064640,http://www.catalog.slsa.sa.gov.au/xrecord=b2064640,"State Library of South Australia, photographer",Melbourne Street,1960,Photograph  13.6 cm x 8.3 cm,"Melbourne Street, north side, November 1960",,http://images.slsa.sa.gov.au/mpcimg/15000/B14892.jpg,1003
b2064615x,http://www.catalog.slsa.sa.gov.au/record=b2064615,http://www.catalog.slsa.sa.gov.au/xrecord=b2064615,"State Library of South Australia, photographer",Melbourne Street,1957,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, 15th August 1957, right side of the property is 35.5 yards east of New Street and frontage is 34.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13885.jpg,999
b20646161,http://www.catalog.slsa.sa.gov.au/record=b2064616,http://www.catalog.slsa.sa.gov.au/xrecord=b2064616,"State Library of South Australia, photographer",Melbourne Street,1960,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, north side, January 6th 1960, left side of the building is 19 yards east of New Street and frontage is 14 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14279.jpg,999
b20646148,http://www.catalog.slsa.sa.gov.au/record=b2064614,http://www.catalog.slsa.sa.gov.au/xrecord=b2064614,"State Library of South Australia, photographer",Melbourne Street,1963,Photograph  20.7 cm x 15.6 cm,"Melbourne Street, 22nd March 1963, right side of the house is 29 yards west of New Street and frontage is 13 yards",,http://images.slsa.sa.gov.au/mpcimg/15000/B14852.jpg,998
b20645995,http://www.catalog.slsa.sa.gov.au/record=b2064599,http://www.catalog.slsa.sa.gov.au/xrecord=b2064599,"State Library of South Australia, photographer",Melbourne Street,1954,Photograph  14.3 cm x 8.3 cm,"Melbourne Street, south side, December 30th 1954, right side of the house is 27.5 yards east of Brougham Place and frontage is 21.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13201.jpg,994
b20645867,http://www.catalog.slsa.sa.gov.au/record=b2064586,http://www.catalog.slsa.sa.gov.au/xrecord=b2064586,"State Library of South Australia, photographer",Melbourne Street,1960,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, south side, May 18th 1960, right side of the cottage is 290 yards east of Brougham Place and frontage is 27 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14317.jpg,990
b20645879,http://www.catalog.slsa.sa.gov.au/record=b2064587,http://www.catalog.slsa.sa.gov.au/xrecord=b2064587,"State Library of South Australia, photographer",Melbourne Street,1967,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 22nd September 1967, left side of house is 231 yards west of Jerningham Street and frontage is 17.5 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17611.jpg,990
b20645302,http://www.catalog.slsa.sa.gov.au/record=b2064530,http://www.catalog.slsa.sa.gov.au/xrecord=b2064530,"State Library of South Australia, photographer",Melbourne Street,1967,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 3rd November 1967, Melbourne Street frontage is 43.5 yards and Dunn Street frontage is 42 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17606_1.jpg,983
b20645314,http://www.catalog.slsa.sa.gov.au/record=b2064531,http://www.catalog.slsa.sa.gov.au/xrecord=b2064531,"State Library of South Australia, photographer",Melbourne Street,1967,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 3rd November 1967, Melbourne Street frontage is 43.5 yards and Dunn Street frontage is 42 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17606_2.jpg,983
b20645326,http://www.catalog.slsa.sa.gov.au/record=b2064532,http://www.catalog.slsa.sa.gov.au/xrecord=b2064532,"State Library of South Australia, photographer",Melbourne Street,1967,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 3rd November 1967",,http://images.slsa.sa.gov.au/mpcimg/17750/B17606_3.jpg,983
b2064534x,http://www.catalog.slsa.sa.gov.au/record=b2064534,http://www.catalog.slsa.sa.gov.au/xrecord=b2064534,"State Library of South Australia, photographer",Dunn Street,1967,Photograph  21 cm x 16 cm,"Dunn Street, west side, 3rd November 1967, Melbourne Street frontage is 43.5 yards and Dunn Street frontage is 42 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17606_4.jpg,983
b20645351,http://www.catalog.slsa.sa.gov.au/record=b2064535,http://www.catalog.slsa.sa.gov.au/xrecord=b2064535,"State Library of South Australia, photographer",Dunn Street,1967,Photograph  21 cm x 16 cm,"Dunn Street, west side, 3rd November 1967",,http://images.slsa.sa.gov.au/mpcimg/17750/B17606_5.jpg,983
b20645193,http://www.catalog.slsa.sa.gov.au/record=b2064519,http://www.catalog.slsa.sa.gov.au/xrecord=b2064519,"State Library of South Australia, photographer",Colley Street,1954,Photograph  14.3 cm x 8.3 cm,"Colley Street, east side, February 8th 1954, right side of brick building is 50.5 yards north of MacKinnon Parade and frontage is 44.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13131.jpg,982
b2064520x,http://www.catalog.slsa.sa.gov.au/record=b2064520,http://www.catalog.slsa.sa.gov.au/xrecord=b2064520,"State Library of South Australia, photographer",Colley Street,1954,Photograph  14.3 cm x 8.3 cm,"R.A.A. Building, Colley Street, February 8th 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13134.jpg,982
b20645211,http://www.catalog.slsa.sa.gov.au/record=b2064521,http://www.catalog.slsa.sa.gov.au/xrecord=b2064521,"State Library of South Australia, photographer",Melbourne Street,1958,Photograph  14.1 cm x 8.0 cm,"Melbourne Street, south side, August 21st 1958, right side of cottages is 27 1/3 yards east of Dunn Street and frontage is 17 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14155.jpg,982
b20645077,http://www.catalog.slsa.sa.gov.au/record=b2064507,http://www.catalog.slsa.sa.gov.au/xrecord=b2064507,"State Library of South Australia, photographer",Melbourne Street,1963,Photograph  20.7 cm x 15.6 cm,"Melbourne Street, south side, 10th may 1963, left side of the house is 151 yards west of Mann Terrace",,http://images.slsa.sa.gov.au/mpcimg/15000/B14871.jpg,981
b20645089,http://www.catalog.slsa.sa.gov.au/record=b2064508,http://www.catalog.slsa.sa.gov.au/xrecord=b2064508,"State Library of South Australia, photographer",Melbourne Street,1963,Photograph  20.7 cm x 15.6 cm,"Melbourne Street, south side, 17th May 1963, right side of the house is 151 yards from Mann Terrace",,http://images.slsa.sa.gov.au/mpcimg/15000/B14873.jpg,981
b20645119,http://www.catalog.slsa.sa.gov.au/record=b2064511,http://www.catalog.slsa.sa.gov.au/xrecord=b2064511,"State Library of South Australia, photographer",Melbourne Street,1969,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18812_1.jpg,981
b20645120,http://www.catalog.slsa.sa.gov.au/record=b2064512,http://www.catalog.slsa.sa.gov.au/xrecord=b2064512,"State Library of South Australia, photographer",Melbourne Street,1969,Photograph  21 cm x 16 cm,"Melbourne Street, south side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18812_2.jpg,981
b20645132,http://www.catalog.slsa.sa.gov.au/record=b2064513,http://www.catalog.slsa.sa.gov.au/xrecord=b2064513,"State Library of South Australia, photographer",Melbourne Street,1969,Photograph ,"Melbourne Street, south side, 14th July 1969, frontage is 35 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/19000/B18812_3.jpg,981
