id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20624669,http://www.catalog.slsa.sa.gov.au/record=b2062466,http://www.catalog.slsa.sa.gov.au/xrecord=b2062466,"State Library of South Australia, photographer",Currie Street,1956,Photograph  13.9 cm x 8.6 cm,"Currie Street, south side, 21st September 1956. Right side of Beaurepaire Tyre Service building is 7 yards east of Gray Street. Frontage of complete side: 36 yards. These structures completed in May 1956",,http://images.slsa.sa.gov.au/mpcimg/13750/B13717.jpg,127
b20624633,http://www.catalog.slsa.sa.gov.au/record=b2062463,http://www.catalog.slsa.sa.gov.au/xrecord=b2062463,"State Library of South Australia, photographer","Gray Street, East Side",1962,Photograph  20.7 cm x 15.6 cm,"Gray Street, east side, 9th November 1962. Left side of the building is 57 yards south of Currie Street  frontage: 5 yards",,http://images.slsa.sa.gov.au/mpcimg/14750/B14535.jpg,127
b20574307,http://www.catalog.slsa.sa.gov.au/record=b2057430,http://www.catalog.slsa.sa.gov.au/xrecord=b2057430,"State Library of South Australia, photographer",Currie Street,1952,photograph,"Currie Street, south side, October 31st 1952",,http://images.slsa.sa.gov.au/mpcimg/12500/B12365.jpg,126
b20574319,http://www.catalog.slsa.sa.gov.au/record=b2057431,http://www.catalog.slsa.sa.gov.au/xrecord=b2057431,"State Library of South Australia, photographer",Queen's Court,1956,Photograph  13.9 cm x 8.6 cm,"Queen's Court, south side, 24th January 1956, left side of centre building is 3 1/4 yards west of King Street and frontage is 13 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13603.jpg,126
b20574320,http://www.catalog.slsa.sa.gov.au/record=b2057432,http://www.catalog.slsa.sa.gov.au/xrecord=b2057432,"State Library of South Australia, photographer",Currie Street,1957,Photograph  14.1 cm x 8.0 cm,"Currie Street, south side, 12 June 1957, frontage of cottages is 30.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13858.jpg,126
b20573388,http://www.catalog.slsa.sa.gov.au/record=b2057338,http://www.catalog.slsa.sa.gov.au/xrecord=b2057338,"State Library of South Australia, photographer",Currie Street,1957,Photograph  14.1 cm x 8.0 cm,"Currie Street, south side, 12 June 1957, frontage of cottages is 16.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13859.jpg,125
b2916333x,http://www.catalog.slsa.sa.gov.au/record=b2916333,http://www.catalog.slsa.sa.gov.au/xrecord=b2916333,"Woolley, Toby, photographer",Close-up of plaque on East side of West Terrace,2013,Photograph (digital)  5136 x 3305 pixels,"Close-up of plaque on east side of West Terrace, south of Philip Street, Adelaide.","West Terrace (Adelaide, S.Aust.)",http://images.slsa.sa.gov.au/mpcimg/73250/B73033.jpg,124
b20573297,http://www.catalog.slsa.sa.gov.au/record=b2057329,http://www.catalog.slsa.sa.gov.au/xrecord=b2057329,"State Library of South Australia, photographer",Currie Street,1969,Photograph  21 cm x 16 cm,"Currie Street, north side, 16 May 1969, Currie Street frontage is 12 2/3 yards and Gray Street frontage is 24 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/19000/B18818.jpg,122
b29163377,http://www.catalog.slsa.sa.gov.au/record=b2916337,http://www.catalog.slsa.sa.gov.au/xrecord=b2916337,"Woolley, Toby, photographer",Adelaide Remand Centre,2013,Photograph (digital)  5455 x 2929 pixels,"Adelaide Remand Centre, located on the north side of Currie Street, east of Gray Street, Adelaide.","Adelaide Remand Centre;Currie Street (Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/73250/B73037.jpg,120
b20573224,http://www.catalog.slsa.sa.gov.au/record=b2057322,http://www.catalog.slsa.sa.gov.au/xrecord=b2057322,"State Library of South Australia, photographer",Currie Street,1952,Photograph  14.6 cm x 8.3 cm,"Currie Street, north side, October 31st 1952, frontage of building on the right is 15.5 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12364.jpg,119
b20573236,http://www.catalog.slsa.sa.gov.au/record=b2057323,http://www.catalog.slsa.sa.gov.au/xrecord=b2057323,"State Library of South Australia, photographer",Currie Street,1955,Photograph  14.3 cm x 8.3 cm,"Currie Street, north side, March 14th 1955, right side of McKenzie's is 105 yards west of Light Square and frontage is 8.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13164.jpg,119
b20785288,http://www.catalog.slsa.sa.gov.au/record=b2078528,http://www.catalog.slsa.sa.gov.au/xrecord=b2078528,"State Library of South Australia, photographer",Conversion into offices of 106-108 Currie Street,1987,Photograph  20 cm x 15.5 cm,"ACRE 114: Conversion of a warehouse and factory into offices at 106-108 Currie Street, August 1987",Wrecking -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/56500/B56455.jpg,114
b20572955,http://www.catalog.slsa.sa.gov.au/record=b2057295,http://www.catalog.slsa.sa.gov.au/xrecord=b2057295,"State Library of South Australia, photographer",Burnett Street,1954,Photograph  14.3 cm x 8.3 cm,"Burnett Street, east side, April 12th 1954, frontage of building is 22.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12981.jpg,113
b20572967,http://www.catalog.slsa.sa.gov.au/record=b2057296,http://www.catalog.slsa.sa.gov.au/xrecord=b2057296,"State Library of South Australia, photographer",Solomon Street,1954,Photograph  14.3 cm x 8.3 cm,"Solomon Street, south side, April 12th 1954, frontage of building is 33.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12982.jpg,113
b20572803,http://www.catalog.slsa.sa.gov.au/record=b2057280,http://www.catalog.slsa.sa.gov.au/xrecord=b2057280,"State Library of South Australia, photographer",Currie Street,1967,Photograph  21 cm x 16 cm,"Currie Street, north side, 15 September 1967, frontage of Kingston Street is 53.5 yards and Currie Street frontage is 10 yards",,http://images.slsa.sa.gov.au/mpcimg/17750/B17634.jpg,112
b20572645,http://www.catalog.slsa.sa.gov.au/record=b2057264,http://www.catalog.slsa.sa.gov.au/xrecord=b2057264,"State Library of South Australia, photographer",Currie Street,1962,Photograph  20.7 cm x 15.6 cm,"Currie Street, north side, 13 September 1962, frontage of Powell's building is 28.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14496.jpg,111
b20572657,http://www.catalog.slsa.sa.gov.au/record=b2057265,http://www.catalog.slsa.sa.gov.au/xrecord=b2057265,"State Library of South Australia, photographer","Julius Cohn & Co., Leigh Street",1964,Photograph  21.4 cm x 15.4 cm,"Julius Cohn & Co., Leather Merchants, Leigh Street, west side, 24 April 1964. Left side of building is 36 yards north of Currie Street and frontage is 12 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15418.jpg,111
b20572475,http://www.catalog.slsa.sa.gov.au/record=b2057247,http://www.catalog.slsa.sa.gov.au/xrecord=b2057247,"State Library of South Australia, photographer",Peel Street,1954,Photograph  14.3 cm x 8.3 cm,"Peel Street, east side, July 26th 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13113.jpg,110
b20572487,http://www.catalog.slsa.sa.gov.au/record=b2057248,http://www.catalog.slsa.sa.gov.au/xrecord=b2057248,"State Library of South Australia, photographer",Peel Street,1954,Photograph  14.3 cm x 8.3 cm,"Peel Street, 26th July 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13118.jpg,110
b20572499,http://www.catalog.slsa.sa.gov.au/record=b2057249,http://www.catalog.slsa.sa.gov.au/xrecord=b2057249,"State Library of South Australia, photographer",Currie Street,1959,Photograph  14.1 cm x 8.0 cm,"Currie Street, south side, May 7th 1959",,http://images.slsa.sa.gov.au/mpcimg/14250/B14232.jpg,110
b20572505,http://www.catalog.slsa.sa.gov.au/record=b2057250,http://www.catalog.slsa.sa.gov.au/xrecord=b2057250,"State Library of South Australia, photographer",Currie Street,1960,Photograph  14.1 cm x 8.0 cm,"Currie Street, north side, July 18th 1960, frontage of Royal Chambers is 15 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14338.jpg,110
b20572517,http://www.catalog.slsa.sa.gov.au/record=b2057251,http://www.catalog.slsa.sa.gov.au/xrecord=b2057251,"State Library of South Australia, photographer",Currie Street,1962,Photograph  20.7 cm x 15.6 cm,"Currie Street, north side, 13 September 1962, frontage of Powell's building is 28.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14497.jpg,110
b20571811,http://www.catalog.slsa.sa.gov.au/record=b2057181,http://www.catalog.slsa.sa.gov.au/xrecord=b2057181,"State Library of South Australia, photographer",Gilbert Place,1953,Photograph  14.7 cm x 8.4 cm,"Gilbert Place, west side, September 15th 1953, left side of centre building is 61 yards north of Currie Street and frontage is 12.5 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12698.jpg,109
b20571860,http://www.catalog.slsa.sa.gov.au/record=b2057186,http://www.catalog.slsa.sa.gov.au/xrecord=b2057186,"State Library of South Australia, photographer",Currie Street,1960,Photograph  13.6 cm x 8.3 cm,"Currie Street, north side",,http://images.slsa.sa.gov.au/mpcimg/15000/B14895.jpg,109
b20571859,http://www.catalog.slsa.sa.gov.au/record=b2057185,http://www.catalog.slsa.sa.gov.au/xrecord=b2057185,"State Library of South Australia, photographer",Currie Street,1962,Photograph  20.7 cm x 15.6 cm,"Currie Street, north side, Bennett and Fisher's building, right corner of building is 40 yards from King William Street",,http://images.slsa.sa.gov.au/mpcimg/14500/B14495.jpg,109
b20571884,http://www.catalog.slsa.sa.gov.au/record=b2057188,http://www.catalog.slsa.sa.gov.au/xrecord=b2057188,"State Library of South Australia, photographer",King William Street,1968,Photograph  21 cm x 16 cm,"King William Street, west side, King William Street frontage is 26 yards and Currie Street frontage is 30 yards",,http://images.slsa.sa.gov.au/mpcimg/18000/B17854.jpg,109
b20571240,http://www.catalog.slsa.sa.gov.au/record=b2057124,http://www.catalog.slsa.sa.gov.au/xrecord=b2057124,"State Library of South Australia, photographer",King William Street,1954,Photograph  14.3 cm x 8.3 cm,"King William Street, east side, March 29th 1954, right side of Central Provision Stores is 21.5 yards north of Grenfell Street",,http://images.slsa.sa.gov.au/mpcimg/13000/B12973.jpg,108
b20571252,http://www.catalog.slsa.sa.gov.au/record=b2057125,http://www.catalog.slsa.sa.gov.au/xrecord=b2057125,"State Library of South Australia, photographer",King William Street,1954,Photograph  14.3 cm x 8.3 cm,"King William Street, east side, 1st March 1954, right side of Commercial Banking Co's building is 41 yards north of Grenfell Street",,http://images.slsa.sa.gov.au/mpcimg/13250/B13013.jpg,108
b20571264,http://www.catalog.slsa.sa.gov.au/record=b2057126,http://www.catalog.slsa.sa.gov.au/xrecord=b2057126,"State Library of South Australia, photographer",Grenfell Street,1958,Photograph  14.1 cm x 8.0 cm,"Grenfell Street, north side, April 10th 1958, right side of Rigby's is 26.5 yards west of James Place and frontage is 8.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14057.jpg,108
b20571276,http://www.catalog.slsa.sa.gov.au/record=b2057127,http://www.catalog.slsa.sa.gov.au/xrecord=b2057127,"State Library of South Australia, photographer",King William Street,1960,Photograph  14.1 cm x 8.0 cm,"King William Street, east side, July 18th 1960",,http://images.slsa.sa.gov.au/mpcimg/14500/B14335.jpg,108
b20571288,http://www.catalog.slsa.sa.gov.au/record=b2057128,http://www.catalog.slsa.sa.gov.au/xrecord=b2057128,"State Library of South Australia, photographer",King William Street,1960,Photograph  14.1 cm x 8.0 cm,"King William Street, east side, July 18th 1960",,http://images.slsa.sa.gov.au/mpcimg/14500/B14342.jpg,108
b20570843,http://www.catalog.slsa.sa.gov.au/record=b2057084,http://www.catalog.slsa.sa.gov.au/xrecord=b2057084,"State Library of South Australia, photographer",Grenfell Street,1978,photograph,"Grenfell Street, North Side, 1 December, 1978. Right side of building is 15-2/3 yards west of James Place, Gouger Street frontage is 8-1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/36750/B36671.jpg,108
b20570788,http://www.catalog.slsa.sa.gov.au/record=b2057078,http://www.catalog.slsa.sa.gov.au/xrecord=b2057078,"State Library of South Australia, photographer",James Place,1980,Photograph,"James Place, west side, 18 December, 1980",,http://images.slsa.sa.gov.au/mpcimg/39250/B39145.jpg,108
b20570855,http://www.catalog.slsa.sa.gov.au/record=b2057085,http://www.catalog.slsa.sa.gov.au/xrecord=b2057085,"State Library of South Australia, photographer",James Place,1980,Photograph,"James Place, West Side, 18 December, 1980. Right side of building is 26-2/3 yards north of Grenfell Street, James Place frontage is 3-1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/39250/B39144.jpg,108
b2057079x,http://www.catalog.slsa.sa.gov.au/record=b2057079,http://www.catalog.slsa.sa.gov.au/xrecord=b2057079,"State Library of South Australia, photographer","Westpac Bank, Grenfell Street",1982,Photograph (b&w print)  15.2 cm x 21.5 cm,"Westpac Bank North East corner Grenfell Street and King William Street, 15 April, 1982. Grenfell Street frontage is 22-2/3 yards, King William Street frontage is 32 yards. Handybank automatic teller machine is visible on wall. see also B 40109",,http://images.slsa.sa.gov.au/mpcimg/40250/B40108.jpg,108
b20570806,http://www.catalog.slsa.sa.gov.au/record=b2057080,http://www.catalog.slsa.sa.gov.au/xrecord=b2057080,"State Library of South Australia, photographer","Westpac Handybank, Grenfell Street",1982,Photograph (b&w print)  21.5 cm x 14.7 cm,"Westpac Handybank automatic teller machine, North East corner Grenfell and King William Street, 15 April, 1982. see also B 40108",,http://images.slsa.sa.gov.au/mpcimg/40250/B40109.jpg,108
b20570648,http://www.catalog.slsa.sa.gov.au/record=b2057064,http://www.catalog.slsa.sa.gov.au/xrecord=b2057064,"State Library of South Australia, photographer",James Place,1954,Photograph  14.5 cm x 8.5 cm;RESERVE 4 [glass plate negative],"James Place, east side, March 5, 1954. Left side of Rigby's building is 71 yards south of Rundle Street, frontage of Rigby's - 7-1/2 yards. Rigby's shop front was constructed in 1947",,http://images.slsa.sa.gov.au/mpcimg/13500/B13362.jpg,107
b2057065x,http://www.catalog.slsa.sa.gov.au/record=b2057065,http://www.catalog.slsa.sa.gov.au/xrecord=b2057065,"State Library of South Australia, photographer",Grenfell Street,1959,Photograph  14.1 cm x 8.0 cm,"Grenfell Street, north side, February 1959. Left side of Milne's building is 13 yards east of James Place. Frontage of the building is 19 yards. Building demolished in December 1959",,http://images.slsa.sa.gov.au/mpcimg/14250/B14213.jpg,107
b20570661,http://www.catalog.slsa.sa.gov.au/record=b2057066,http://www.catalog.slsa.sa.gov.au/xrecord=b2057066,"State Library of South Australia, photographer",James Place,1963,Photograph  20.7 cm x 15.6 cm,"James Place, west side, 20 February 1963. Right side of building is 71 yards south of Rundle Street",,http://images.slsa.sa.gov.au/mpcimg/15000/B14761.jpg,107
b20570673,http://www.catalog.slsa.sa.gov.au/record=b2057067,http://www.catalog.slsa.sa.gov.au/xrecord=b2057067,"State Library of South Australia, photographer","James Place, west side",1963,Photograph  20.7 cm x 15.6 cm,"James Place, west side, 20 February 1963",,http://images.slsa.sa.gov.au/mpcimg/15000/B14762.jpg,107
b20570685,http://www.catalog.slsa.sa.gov.au/record=b2057068,http://www.catalog.slsa.sa.gov.au/xrecord=b2057068,"State Library of South Australia, photographer",James Place,1964,Photograph  21.4 cm x 15.4 cm,"James Place, west side, 6 March 1964. Right of building is 63 yards north of Grenfell Street, frontage is 10 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15400.jpg,107
b20570703,http://www.catalog.slsa.sa.gov.au/record=b2057070,http://www.catalog.slsa.sa.gov.au/xrecord=b2057070,"State Library of South Australia, photographer",Grenfell Street,1967,Photograph  21 cm x 16 cm,"Grenfell Street, North Side, 14 July 1967",,http://images.slsa.sa.gov.au/mpcimg/19000/B18815.jpg,107
b20570715,http://www.catalog.slsa.sa.gov.au/record=b2057071,http://www.catalog.slsa.sa.gov.au/xrecord=b2057071,"State Library of South Australia, photographer",James Place,1969,Photograph  21 cm x 16 cm,"James Place, West Side - City Cross, 7 November 1969. Left side of building is 62-2/3 yards north of Grenfell Street, James Place frontage is 7-2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/19500/B19361.jpg,107
b20570727,http://www.catalog.slsa.sa.gov.au/record=b2057072,http://www.catalog.slsa.sa.gov.au/xrecord=b2057072,"State Library of South Australia, photographer",James Place,1973,Photograph ,"James Place, East Side, 31 August, 1973. Right side of building is 72 yards north of Grenfell Street, James Place frontage is 5 yards",,http://images.slsa.sa.gov.au/mpcimg/28500/B28381.jpg,107
b20570739,http://www.catalog.slsa.sa.gov.au/record=b2057073,http://www.catalog.slsa.sa.gov.au/xrecord=b2057073,"State Library of South Australia, photographer",James Place,1973,Photograph  21 cm x 16 cm,"James Place, East Side, 31 August, 1973",,http://images.slsa.sa.gov.au/mpcimg/28500/B28382.jpg,107
b20570776,http://www.catalog.slsa.sa.gov.au/record=b2057077,http://www.catalog.slsa.sa.gov.au/xrecord=b2057077,"State Library of South Australia, photographer",James Place,1986,Photograph (b&w print)  16.5 cm x 21.5 cm,27 James Place: alterations to shop front,,http://images.slsa.sa.gov.au/mpcimg/47750/B47509.jpg,107
b20570363,http://www.catalog.slsa.sa.gov.au/record=b2057036,http://www.catalog.slsa.sa.gov.au/xrecord=b2057036,"State Library of South Australia, photographer",Gawler Place,1952,Photograph ,"Gawler Place, west side, 30th October 1952. The Churchill Building was remodelled in 1949. Near side is 49 yards north of Grenfell Street. Frontage: 26 1/2 yards. For view of the building before alterations see B4627",,http://images.slsa.sa.gov.au/mpcimg/12500/B12358.jpg,106
b20570375,http://www.catalog.slsa.sa.gov.au/record=b2057037,http://www.catalog.slsa.sa.gov.au/xrecord=b2057037,"State Library of South Australia, photographer",Grenfell Street,1952,Photograph  14.6 cm x 8.3 cm,"Grenfell Street, north side, 31st December 1952. Right side of Whillas and Ormiston's shop is 13 1/2 yards west of Gawler Place  frontage: 6 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12477.jpg,106
b20570405,http://www.catalog.slsa.sa.gov.au/record=b2057040,http://www.catalog.slsa.sa.gov.au/xrecord=b2057040,"State Library of South Australia, photographer",Grenfell Street,1960,Photograph  14.1 cm x 8.0 cm,"Grenfell Street, north side. Right side of building marked between crosses is 23 yards west of Gawler Place, Frontage: 16 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14404.jpg,106
b20570417,http://www.catalog.slsa.sa.gov.au/record=b2057041,http://www.catalog.slsa.sa.gov.au/xrecord=b2057041,"State Library of South Australia, photographer",Gawler Place,1964,Photograph  21.6 cm x 15.8 cm,"Gawler Place, west side, 12th June 1964",,http://images.slsa.sa.gov.au/mpcimg/15750/B15569.jpg,106
b20570429,http://www.catalog.slsa.sa.gov.au/record=b2057042,http://www.catalog.slsa.sa.gov.au/xrecord=b2057042,"State Library of South Australia, photographer",67-69 Gawler Place,1970,Photograph  21.7 cm x 15.9 cm,"67-69 Gawler Place, west side, 27th November 1970. Left side of building abuts Grenfell Street, north side. Gawler Place frontage is 50 yards",,http://images.slsa.sa.gov.au/mpcimg/21250/B21120.jpg,106
b20570430,http://www.catalog.slsa.sa.gov.au/record=b2057043,http://www.catalog.slsa.sa.gov.au/xrecord=b2057043,"State Library of South Australia, photographer","Grenfell Street, North Side",1970,Photograph  21.7 cm x 15.9 cm,"Grenfell Street, north side, 27th November 1970 . Right side of building abuts Gawler Place, west side. Grenfell Street frontage is 23 yards",,http://images.slsa.sa.gov.au/mpcimg/21250/B21121.jpg,106
b20570442,http://www.catalog.slsa.sa.gov.au/record=b2057044,http://www.catalog.slsa.sa.gov.au/xrecord=b2057044,"State Library of South Australia, photographer",54-58 Grenfell Street,1971,Photograph ,"54-58 Grenfell Street, north side, 8th January 1971. Right side of building abuts Gawler Place, west side. Grenfell Street frontage: 23 yards. Gawler Place frontage: 46 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/21500/B21300.jpg,106
b20570004,http://www.catalog.slsa.sa.gov.au/record=b2057000,http://www.catalog.slsa.sa.gov.au/xrecord=b2057000,"State Library of South Australia, photographer",Gawler Place,1955,Photograph  14.3 cm x 8.3 cm,"Gawler Place, east side, 15th March 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13234.jpg,105
b20570016,http://www.catalog.slsa.sa.gov.au/record=b2057001,http://www.catalog.slsa.sa.gov.au/xrecord=b2057001,"State Library of South Australia, photographer",Gawler Place,1958,Photograph  14.1 cm x 8.0 cm,"Gawler Place, east side, 3rd April 1958. The right side of the Hairdresser's building is 47 yards north of Grenfell Street  frontage: 4 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/14250/B14055.jpg,105
b20570028,http://www.catalog.slsa.sa.gov.au/record=b2057002,http://www.catalog.slsa.sa.gov.au/xrecord=b2057002,"State Library of South Australia, photographer",Grenfell Street,1962,Photograph  20.7 cm x 15.6 cm,"Grenfell Street, north side, 9th November 1962. Left side of the Da Costa multi- storey building which was completed in 1957 abuts east side of Gawler Place",,http://images.slsa.sa.gov.au/mpcimg/14750/B14545.jpg,105
b2057003x,http://www.catalog.slsa.sa.gov.au/record=b2057003,http://www.catalog.slsa.sa.gov.au/xrecord=b2057003,"State Library of South Australia, photographer",Gawler Place,1968,Photograph  22 cm x 16.5 cm,"Gawler Place, east side, 27th September 1968. Right side of building is 47 1/2 yards north of Grenfell Street  frontage: 4 yards",,http://images.slsa.sa.gov.au/mpcimg/18250/B18112.jpg,105
b2057017x,http://www.catalog.slsa.sa.gov.au/record=b2057017,http://www.catalog.slsa.sa.gov.au/xrecord=b2057017,"State Library of South Australia, photographer","Gawler Place, East Side",1968,photograph,"Gawler Place, east side",,http://images.slsa.sa.gov.au/mpcimg/39000/B38768.jpg,105
b20570077,http://www.catalog.slsa.sa.gov.au/record=b2057007,http://www.catalog.slsa.sa.gov.au/xrecord=b2057007,"State Library of South Australia, photographer",Grenfell Street,1973,Photograph  21 cm x 16 cm,"Grenfell Street, north side, 20th July 1973",,http://images.slsa.sa.gov.au/mpcimg/28500/B28253.jpg,105
b20570089,http://www.catalog.slsa.sa.gov.au/record=b2057008,http://www.catalog.slsa.sa.gov.au/xrecord=b2057008,"State Library of South Australia, photographer",Grenfell Street,1973,Photograph  21 cm x 16 cm,"Grenfell Street, north side, 20th July 1973",,http://images.slsa.sa.gov.au/mpcimg/28500/B28254.jpg,105
b20570156,http://www.catalog.slsa.sa.gov.au/record=b2057015,http://www.catalog.slsa.sa.gov.au/xrecord=b2057015,"State Library of South Australia, photographer","Grenfell Street, North Side",1973,Photograph  21 cm x 16 cm,"Grenfell Street, north side, 20th July 1973. Left side of building is 14 yards east of Gawler Place. Grenfell Street frontage: 19 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/28500/B28252.jpg,105
b20570181,http://www.catalog.slsa.sa.gov.au/record=b2057018,http://www.catalog.slsa.sa.gov.au/xrecord=b2057018,"State Library of South Australia, photographer","Grenfell Street, Adelaide",1982,Photograph (b&w print)  21.5 cm x 15.4 cm,"Grenfell Street, north side, 1st June 1982. Left side of building abuts east side of Gawler Place. Grenfell Street frontage: 39 1/3 yards  Gawler Place frontage: 35 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/40500/B40382.jpg,105
b20570193,http://www.catalog.slsa.sa.gov.au/record=b2057019,http://www.catalog.slsa.sa.gov.au/xrecord=b2057019,"State Library of South Australia, photographer",Grenfell Street,1982,Photograph (b&w print)  15.5 cm x 21.5 cm,"Grenfell Street, north side, 1st June 1982. Left side of building abuts east side of Gawler Place. Grenfell Street frontage: 39 1/3 yards. Gawler Place frontage: 35 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/40500/B40383.jpg,105
b2057020x,http://www.catalog.slsa.sa.gov.au/record=b2057020,http://www.catalog.slsa.sa.gov.au/xrecord=b2057020,"State Library of South Australia, photographer",Grenfell Street,1982,Photograph (b&w print)  15.4 cm x 21.5 cm,"Grenfell Street, north side, 1st June 1982. Left side of building abuts east side of Gawler Place  Grenfell Street frontage: 39 1/3 yards. Gawler Place frontage: 35 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/40500/B40384.jpg,105
b20570211,http://www.catalog.slsa.sa.gov.au/record=b2057021,http://www.catalog.slsa.sa.gov.au/xrecord=b2057021,"State Library of South Australia, photographer","Grenfell Street, Adelaide, North Side",1982,Photograph (b&w print)  21.5 cm x 15.2 cm,"Grenfell Street, north side, 1st June 1982",,http://images.slsa.sa.gov.au/mpcimg/40500/B40385.jpg,105
b20569804,http://www.catalog.slsa.sa.gov.au/record=b2056980,http://www.catalog.slsa.sa.gov.au/xrecord=b2056980,"State Library of South Australia, photographer",Grenfell Street,1966,Photograph  21 cm x 16 cm,"Grenfell Street, north side",,http://images.slsa.sa.gov.au/mpcimg/17000/B16808.jpg,104
b20569816,http://www.catalog.slsa.sa.gov.au/record=b2056981,http://www.catalog.slsa.sa.gov.au/xrecord=b2056981,"State Library of South Australia, photographer",Grenfell Street,1966,Photograph  21 cm x 16 cm,"Grenfell Street, north side",,http://images.slsa.sa.gov.au/mpcimg/17000/B16809.jpg,104
b20569828,http://www.catalog.slsa.sa.gov.au/record=b2056982,http://www.catalog.slsa.sa.gov.au/xrecord=b2056982,"State Library of South Australia, photographer",Grenfell Street,1966,Photograph  21 cm x 16 cm,"Grenfell Street, north side, 21st October 1966",,http://images.slsa.sa.gov.au/mpcimg/17000/B16815.jpg,104
b20569877,http://www.catalog.slsa.sa.gov.au/record=b2056987,http://www.catalog.slsa.sa.gov.au/xrecord=b2056987,"State Library of South Australia, photographer","Grenfell Street, North Side",1968,photograph,"Grenfell Street, north side",,http://images.slsa.sa.gov.au/mpcimg/39000/B38767.jpg,104
b20569841,http://www.catalog.slsa.sa.gov.au/record=b2056984,http://www.catalog.slsa.sa.gov.au/xrecord=b2056984,"State Library of South Australia, photographer","Grenfell Street, North Side",1976,Photograph  16.1 cm x 15.6 cm,"Grenfell Street, north side, 25th June 1976. Grenfell Street frontage is 94 metres  the site is 40 metres east of Gawler Place",,http://images.slsa.sa.gov.au/mpcimg/32750/B32667.jpg,104
b20569853,http://www.catalog.slsa.sa.gov.au/record=b2056985,http://www.catalog.slsa.sa.gov.au/xrecord=b2056985,"State Library of South Australia, photographer","Grenfell Street, North Side",1976,Photograph  16.1 cm x 15.6 cm,"Grenfell Street, north side, 25th June 1976 The site is 40 metres east of Gawler Place  frontage: 94 metres",,http://images.slsa.sa.gov.au/mpcimg/32750/B32668.jpg,104
b20569865,http://www.catalog.slsa.sa.gov.au/record=b2056986,http://www.catalog.slsa.sa.gov.au/xrecord=b2056986,"State Library of South Australia, photographer","Grenfell Street, North Side",1979,photograph,"Grenfell Street, north side, 9th August 1979. Building is 70 yards east of Twin Street  Grenfell Street frontage: 16 yards",,http://images.slsa.sa.gov.au/mpcimg/37500/B37500.jpg,104
b20569403,http://www.catalog.slsa.sa.gov.au/record=b2056940,http://www.catalog.slsa.sa.gov.au/xrecord=b2056940,"State Library of South Australia, photographer",Gay's Arcade,1954,Photograph  14.5 cm x 8.5 cm;RESERVE 4 [glass plate negative],"Interior of Gay's Arcade, South side: October 19, 1954",,http://images.slsa.sa.gov.au/mpcimg/13500/B13364.jpg,103
b20569415,http://www.catalog.slsa.sa.gov.au/record=b2056941,http://www.catalog.slsa.sa.gov.au/xrecord=b2056941,"State Library of South Australia, photographer",Arcade Lane,1955,Photograph  14.5 cm x 8.5 cm;RESERVE 4 [glass plate negative],"Arcade Lane, west side, May 23, 1955. The buildings in B13369 to B13372 were remodelled in to the Plaza Theatre in 1955. (Compare B13583) The Plaza Theatre incorporated the Embassy Ballroom",,http://images.slsa.sa.gov.au/mpcimg/13500/B13369.jpg,103
b20569427,http://www.catalog.slsa.sa.gov.au/record=b2056942,http://www.catalog.slsa.sa.gov.au/xrecord=b2056942,"State Library of South Australia, photographer",Arcade Lane,1955,Photograph  14.5 cm x 8.5 cm;RESERVE 4 [glass plate negative],"Arcade Lane, west side. May 23, 1955",,http://images.slsa.sa.gov.au/mpcimg/13500/B13370.jpg,103
